system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,.geo
000000000000000034d7_0,6382,6138,2708,3564,4623,4982,4994,5213,5352,5284,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034da_0,6542,6403,1740,2780,4206,4559,4734,4889,5168,4922,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e0_0,2112,1244,270,481,445,860,1789,2067,2180,2297,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e1_0,1185,595,214,359,262,637,1541,1816,1946,2136,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e7_0,7735,7374,2104,3584,5602,6157,6290,6503,6615,6430,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ec_0,4240,4290,1762,2317,2930,3073,3107,3198,3304,3189,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ef_0,4563,4228,1611,2339,3266,3530,3575,3618,3745,3562,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f4_0,5376,4975,1233,1914,3512,3789,3892,3954,4163,3918,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f6_0,2347,1674,690,858,880,1206,2013,2351,2354,2545,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fc_0,5249,5162,1659,2399,3364,3666,3689,3805,3977,3829,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003506_0,676,460,487,657,543,891,1078,1178,1191,1107,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003509_0,6108,5867,2062,3130,4354,4725,4848,4968,5123,5004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000350b_0,2505,1617,746,1160,1380,1594,2797,3040,3121,3249,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003511_0,6920,6659,1839,3067,4737,5119,5208,5438,5769,5647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003513_0,1290,653,256,418,301,608,1623,1911,2150,2112,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003518_0,1351,570,225,384,193,665,2074,2430,2542,2812,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000351e_0,7285,6876,1938,3221,4818,5281,5443,5616,5802,5652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003520_0,1527,684,297,470,243,733,2287,2812,2913,3067,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003523_0,3250,2898,1389,1891,2379,2569,2598,2629,2629,2568,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003526_0,5507,5012,1669,2641,3844,4160,4231,4282,4547,4314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003528_0,2364,1152,693,919,609,1299,3339,3954,3956,4332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003530_0,6519,6430,1873,2809,4194,4620,4604,4809,5056,4960,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003533_0,6226,6033,1909,2894,4277,4682,4810,4921,5162,4984,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003535_0,2599,1669,468,665,813,1267,2092,2404,2605,2725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003538_0,5201,4984,1326,2259,3481,3795,3927,4062,4226,4029,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003539_0,2800,2270,787,1076,1321,1662,2124,2302,2381,2482,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003540_0,5356,4777,1330,2132,3489,3834,3939,4043,4069,3912,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003542_0,2421,1584,319,544,551,996,1849,2182,2316,2442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003545_0,6305,5492,2436,3362,4239,4559,4728,4793,4975,4838,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003548_0,5945,5976,1453,2399,4102,4424,4559,4657,5058,4775,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000354a_0,1780,1083,396,678,692,1070,1947,2202,2449,2407,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000354d_0,7759,7209,1598,2764,4974,5552,5705,5874,6014,5930,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003555_0,2864,3008,1150,1559,2062,2124,2175,2206,2264,2205,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000355a_0,1581,1432,664,987,1179,1231,1289,1314,1452,1336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000355b_0,1879,951,498,660,484,1076,2178,2588,2688,2906,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000355d_0,5289,5052,1798,2696,3873,4132,4167,4269,4465,4271,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000355f_0,2831,2562,1062,1419,1767,1916,1957,2095,2217,2223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003562_0,4087,3884,1381,1982,2798,3111,3129,3209,3250,3215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000356a_0,6635,6515,1797,2868,4347,4708,4898,5074,5379,5136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000356c_0,1593,749,165,439,234,831,2414,2789,2876,3166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000356f_0,5259,4573,1615,2517,3457,3812,3915,4016,4081,3960,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003570_0,2183,946,237,494,196,792,3267,4215,4085,4422,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003577_0,7108,6741,1290,2494,4555,5161,5283,5444,5612,5428,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003579_0,1386,617,252,338,193,562,1603,2072,1936,2240,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000357f_0,5403,5024,1703,2477,3682,3961,4082,4146,4353,4121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003584_0,7182,6946,1931,2963,4736,5215,5343,5509,5745,5582,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003586_0,1646,702,183,457,240,887,2793,3275,3466,3565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003589_0,4092,3739,1369,2084,2700,3008,3143,3244,3332,3204,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000358e_0,1996,979,316,657,391,1156,2715,3171,3120,3450,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003592_0,3002,2421,993,1271,1422,1729,2229,2431,2420,2624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003599_0,6430,6056,2057,3221,4642,5043,5142,5288,5467,5338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000359b_0,1877,834,273,583,265,973,3185,3880,3928,4123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035a1_0,4796,4457,1429,2362,3441,3705,3752,3875,4038,3855,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035a3_0,1472,769,385,648,459,1125,2579,3070,3072,3141,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035a6_0,7202,6828,2198,3497,5128,5516,5673,5856,6116,5819,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035a8_0,1201,548,296,558,400,770,1960,2455,2459,2405,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035b0_0,1820,852,255,529,338,1093,3038,3762,3651,3944,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035b3_0,4132,3886,1684,2309,2916,3101,3126,3169,3221,3142,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035bb_0,6638,6336,1447,2600,4325,4799,4963,5081,5158,4941,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035bd_0,1059,425,227,358,202,493,1604,2080,2254,2394,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035c3_0,6671,6448,1725,2754,4175,4579,4744,4910,5093,4822,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035c5_0,1764,857,221,529,302,906,2630,2985,3120,3383,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035c8_0,5303,4626,1578,2453,3635,4043,4047,4126,4185,4073,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035c9_0,2050,1213,332,526,534,891,1640,1856,1852,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035d0_0,6483,6291,1739,2912,4633,5075,5184,5312,5482,5262,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035d2_0,1506,597,212,366,189,683,2305,2938,2719,3172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035d5_0,4825,4859,1965,2631,3482,3654,3723,3777,3969,3798,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035d8_0,6048,5950,1562,2610,4218,4564,4691,4807,5093,4849,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035da_0,2605,1586,633,1045,1011,1931,3124,3750,3872,4093,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035dd_0,7480,7051,1679,2884,4769,5241,5445,5605,5844,5707,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035e2_0,1696,1408,601,957,1223,1348,1395,1379,1460,1387,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035e5_0,4410,4062,1381,1985,2860,3075,3255,3459,3621,3639,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035e7_0,903,533,444,556,401,688,1162,1492,1165,1474,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035ef_0,4956,3884,1298,1526,1534,1856,2010,2287,2566,2876,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035f7_0,7146,7101,2340,3549,5031,5390,5450,5647,6001,5778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035fa_0,5456,5447,1531,2439,3886,4181,4239,4383,4731,4427,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000035ff_0,5932,5469,1469,2504,3738,4070,4212,4341,4482,4285,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003601_0,1384,652,260,441,262,763,1871,2183,2375,2412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003607_0,6771,6170,2051,3185,4702,5126,5242,5405,5608,5485,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003609_0,1505,610,181,420,211,776,2504,3055,3183,3343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000360c_0,4585,4382,1958,2662,3375,3593,3558,3620,3686,3590,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000360f_0,5273,5071,1662,2546,3737,4036,4076,4167,4383,4173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003611_0,2188,1608,482,706,796,1157,1558,1683,1721,1888,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003614_0,7125,6860,1580,2935,4823,5283,5419,5547,5709,5540,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000361a_0,2327,1217,342,699,434,1220,3094,3657,3635,3845,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000361c_0,6500,6339,1689,2744,4204,4610,4790,5004,5189,4978,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000362e_0,6801,6596,2045,3053,4596,5024,5139,5312,5470,5346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003631_0,5281,5370,744,1415,3239,3606,3788,3949,4162,3960,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003633_0,2504,1220,363,773,361,1209,3940,4643,4471,4952,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003636_0,7179,6874,1801,3074,4908,5434,5545,5708,5889,5698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000363e_0,6194,5442,2223,3135,4243,4583,4638,4754,4860,4751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003643_0,2884,2948,1055,1436,1809,1873,1896,2009,2105,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003644_0,2904,1818,628,859,825,1368,2265,2562,2574,2806,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003646_0,5324,5042,1575,2469,3849,4203,4332,4422,4615,4466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003648_0,1081,831,1,91,250,413,716,869,807,923,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000364d_0,1423,619,307,463,268,735,1748,1990,2139,2274,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003650_0,6202,5967,2285,3460,4583,4896,4916,5025,5252,5149,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003653_0,6269,5968,2049,3108,4349,4670,4804,4956,5237,4931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003660_0,4947,4626,917,1770,3099,3153,3329,3497,3692,3492,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003662_0,839,350,200,298,174,408,1364,1747,1692,1809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003665_0,3047,3319,987,1393,1852,1845,1919,1935,2147,1977,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000366d_0,7058,6779,1457,2585,4553,5094,5271,5370,5472,5332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000366f_0,2069,971,210,425,251,914,2670,3163,3257,3471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003672_0,4959,4328,1836,2719,3400,3862,3978,4044,4128,4057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003675_0,5169,4942,1728,2483,3413,3668,3747,3837,3964,3811,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003677_0,1310,616,177,377,216,604,2184,2517,2713,2694,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000367b_0,2320,1812,508,745,869,1115,1490,1667,1802,1877,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000367d_0,6204,5751,1951,3005,4388,4765,4845,4943,5162,5002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003682_0,6629,6342,1933,3097,4743,5126,5240,5400,5620,5462,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003687_0,6872,6557,2695,3803,5204,5664,5676,5841,6100,5868,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000368a_0,5534,5419,1707,2546,3739,3973,4041,4186,4398,4183,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000368c_0,1670,804,280,450,306,718,2140,2704,2721,2982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000368f_0,7157,6969,2196,3565,5166,5730,5787,5897,6111,5865,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003697_0,7301,6954,1947,3169,4876,5391,5478,5658,5851,5673,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003699_0,1538,584,177,379,180,738,2418,3045,2909,3289,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000369c_0,5332,5174,2176,2949,3895,4184,4209,4277,4377,4236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000369f_0,6217,6307,1689,2744,4178,4550,4642,4716,4918,4754,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036a4_0,5365,4174,1053,1723,2891,3205,3355,3411,3355,3169,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036a6_0,1563,671,174,335,177,660,2400,3019,3251,3229,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036a9_0,5656,5728,1254,2073,3599,3893,3967,4164,4486,4306,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036aa_0,1636,694,152,404,166,773,2869,3475,3580,3847,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036ac_0,6692,6290,1743,2898,4435,4849,5057,5181,5422,5118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036ae_0,1374,618,651,755,576,1019,2211,2648,2744,2756,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036b1_0,2495,2583,960,1239,1677,1677,1607,1786,2057,1916,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036b2_0,2848,1809,606,847,831,1337,2319,2577,2563,2831,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036b9_0,6611,6097,1600,2702,4471,4998,5187,5287,5412,5256,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036c1_0,5734,5413,1039,2034,3714,4071,4218,4340,4604,4445,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036c3_0,1338,686,377,492,354,697,1737,2051,2153,2223,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036c6_0,6937,6270,1659,2645,4313,4761,4921,5065,5294,5166,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036cb_0,5214,4820,1423,2119,3247,3620,3701,3848,3953,3880,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036cc_0,947,554,369,517,399,734,1372,1575,1543,1636,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036ce_0,5162,4492,1470,2225,3176,3524,3602,3872,3857,3750,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036d4_0,1886,796,281,541,260,908,3071,3874,3953,4173,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036d6_0,4565,4432,1786,2495,3456,3747,3818,3875,3984,3860,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036d8_0,2083,1244,433,666,594,1077,2094,2414,2416,2689,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036db_0,4317,3936,1191,1763,2604,2947,2965,3123,3151,3102,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036dd_0,1033,430,164,248,128,409,1243,1451,1544,1692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036e0_0,6168,6168,1925,3010,4278,4573,4707,4809,5067,4953,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036e3_0,6878,6688,1688,2812,4344,4733,4955,5145,5355,5104,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036e5_0,1584,882,285,467,376,767,1654,1836,1898,2101,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036e8_0,6335,5778,1660,2923,4363,4750,4949,4942,5131,4951,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036f0_0,5585,5361,1535,2363,3708,4085,4251,4358,4387,4323,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036f2_0,2138,1208,442,674,573,1269,2431,2816,2696,2941,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000036fd_0,7104,6506,1453,2616,4645,5158,5377,5496,5558,5363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003702_0,4799,4405,1555,2378,3268,3491,3562,3647,3858,3689,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003703_0,1517,770,230,488,355,948,1856,2143,2207,2480,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003705_0,6287,6137,1910,2983,4403,4765,4873,5013,5187,5000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000370a_0,3098,2975,1202,1694,2115,2336,2514,2545,2607,2528,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000370b_0,3012,2444,942,1229,1477,1863,2331,2602,2578,2675,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003714_0,2297,1086,324,569,377,960,2813,3654,4074,4024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003717_0,6921,6416,1407,2462,4366,4780,4965,5122,5431,5293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000371a_0,5477,5334,704,1562,3443,3735,3853,4003,4322,4085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000371c_0,1801,977,392,641,471,1009,2262,2586,3039,3023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000371f_0,7258,6928,1994,3213,4863,5293,5497,5641,5840,5606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003721_0,1576,727,249,394,236,726,2094,2524,2531,2740,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003727_0,5916,5490,1970,3005,4412,4820,4940,5071,5225,5049,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003729_0,1991,884,143,442,196,884,2842,3526,3922,3915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000372c_0,2328,2151,653,942,1309,1424,1509,1562,1626,1716,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000372f_0,5329,5266,1232,2187,3639,4032,4127,4205,4349,4247,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003731_0,2229,1616,486,853,822,1391,2535,2828,2853,2973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003734_0,7320,6899,1764,3039,4765,5219,5421,5597,5711,5532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003739_0,6150,5797,1652,2797,4197,4800,4842,4987,5037,5227,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000373e_0,1812,892,336,567,386,1003,2220,2596,2851,2833,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003741_0,3318,2647,634,946,1441,1711,1864,1791,1841,1912,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003742_0,2859,1326,366,729,368,1350,3860,4643,4613,4922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003749_0,4476,3312,889,1446,2328,2568,2707,2716,2725,2535,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000374b_0,1824,874,194,446,310,950,2225,2637,2750,2902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000374e_0,3120,3378,1174,1504,1861,1997,2015,2142,2066,2103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003751_0,5281,4625,1025,1909,3130,3430,3513,3596,3694,3590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003753_0,1922,1144,266,579,370,1063,2622,3215,3405,3444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003756_0,3865,3699,843,1362,2127,2338,2404,2525,2626,2495,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003758_0,2081,1028,274,596,507,1155,2446,2730,3055,3201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000375b_0,3431,3303,1288,1729,2318,2474,2506,2583,2710,2616,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000375c_0,1581,663,152,422,196,807,2621,3189,3126,3488,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000375e_0,6268,5650,1979,3022,4394,4872,4938,5100,5143,5070,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003760_0,1194,701,256,574,465,897,1851,2220,2257,2428,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003766_0,4892,4457,1492,2253,3274,3584,3641,3707,3865,3739,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003768_0,2377,1896,658,946,1344,1559,1856,1998,1995,2156,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000376b_0,3068,2991,863,1206,1705,1814,1848,2086,2170,2254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000376d_0,1831,806,242,463,203,711,2893,3867,4158,4327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003770_0,6705,6606,2169,3328,4730,5144,5273,5447,5697,5499,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003773_0,6490,6386,1512,2611,4192,4631,4841,5011,5194,4978,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003775_0,2817,2116,796,1017,1239,1522,1757,1921,2158,2138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003778_0,6552,6324,1663,2870,4484,4907,5039,5185,5420,5173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003780_0,7132,6827,1705,2859,4532,4968,5170,5366,5545,5277,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003782_0,2682,1509,487,786,551,1307,3214,3893,3738,4108,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003785_0,4506,4304,1755,2367,3102,3272,3354,3428,3530,3365,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003788_0,7037,6596,2492,3759,5163,5524,5647,5777,6263,5952,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000378d_0,6780,6185,1249,2343,4258,4714,4923,5027,5034,4839,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003797_0,2120,989,277,468,253,772,2517,3312,3236,3606,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000379b_0,1618,838,250,468,312,785,2364,2766,2736,2949,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037a2_0,5623,5425,1719,2853,3912,4270,4319,4445,4632,4443,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037a4_0,2639,1725,378,622,856,1177,1615,1775,1965,2192,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037a7_0,6898,6714,2079,3134,4633,5058,5159,5328,5564,5376,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037aa_0,5189,5228,1002,1918,3393,3657,3749,3888,4147,3936,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037b1_0,1759,1000,319,528,423,962,2013,2488,2446,2579,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037b4_0,5815,5235,2065,2962,3951,4297,4379,4437,4639,4616,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037b7_0,6406,5946,1859,2927,4322,4746,4872,5005,5109,4956,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037bc_0,4337,4025,1981,2648,3206,3443,3493,3488,3551,3500,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037bd_0,2496,1200,436,875,501,1232,3390,3865,3713,4070,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037bf_0,6487,6278,1516,2674,4481,4950,5049,5197,5365,5261,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037c1_0,2401,1613,421,702,727,1206,2235,2514,2613,2850,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037c4_0,3815,2946,1072,1653,2214,2434,2618,2453,2592,2679,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037c6_0,1872,968,263,487,313,941,2307,2681,2727,2994,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037c9_0,6155,6116,2111,3247,4403,4734,4741,4920,5107,4952,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037cc_0,5709,5192,1990,2861,3837,4144,4173,4262,4413,4180,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037ce_0,1663,973,340,511,433,896,1895,2126,2427,2325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037d1_0,6004,5500,1904,2982,4367,4781,4854,4993,5123,4896,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037d9_0,6099,5682,1657,2825,4252,4579,4740,4809,4948,4725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037db_0,1954,998,268,488,311,878,2193,2530,2607,2800,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000037de_0,3469,3489,1442,1858,2458,2675,2659,2746,2916,2877,"{""type"":""MultiPoint"",""coordinates"":[]}"
